condition,model,label,chrom,seg_start,seg_end,bead_start,bead_end,radial_dist
T1,model_0002,t(2;10),chr2,0,131700000,53200000,53800000,4.590228076403176
T1,model_0002,t(2;10),chr2,0,131700000,53800000,54750000,4.889654052599223
T1,model_0002,t(2;10),chr2,0,131700000,54750000,55200000,4.886268109261811
T1,model_0002,t(2;10),chr2,0,131700000,55200000,55650000,4.587042855147094
T1,model_0002,t(2;10),chr2,0,131700000,55650000,56150000,4.241102159347379
T1,model_0002,t(2;10),chr2,0,131700000,56150000,56850000,4.033376787037878
T1,model_0002,t(2;10),chr2,0,131700000,56850000,57600000,3.6542769552185015
T1,model_0002,t(2;10),chr2,0,131700000,57600000,58450000,3.4053666843328343
T1,model_0002,t(2;10),chr2,0,131700000,58450000,58750000,3.1811413399767385
T1,model_0002,t(2;10),chr2,0,131700000,58750000,59300000,3.0462214970531933
T1,model_0002,t(2;10),chr2,0,131700000,59300000,60000000,3.369640826442041
T1,model_0002,t(2;10),chr2,0,131700000,60000000,60700000,3.683554390317184
T1,model_0002,t(2;10),chr2,0,131700000,60700000,61100000,3.658891113367683
T1,model_0002,t(2;10),chr2,0,131700000,61100000,61900000,3.4089990881854164
T1,model_0002,t(2;10),chr2,0,131700000,61900000,62450000,3.036813677037826
T1,model_0002,t(2;10),chr2,0,131700000,62450000,63050000,3.0864483576889796
T1,model_0002,t(2;10),chr2,0,131700000,63050000,63550000,3.0371706842059436
T1,model_0002,t(2;10),chr2,0,131700000,63550000,64000000,3.335186089995579
T1,model_0002,t(2;10),chr2,0,131700000,64000000,64500000,3.624168812100231
T1,model_0002,t(2;10),chr2,0,131700000,64500000,64900000,3.93427530161528
T1,model_0002,t(2;10),chr2,0,131700000,64900000,65600000,4.219330837952862
T1,model_0002,t(2;10),chr2,0,131700000,65600000,66600000,4.093939988776094
T1,model_0002,t(2;10),chr2,0,131700000,66600000,67200000,3.720655989929733
T1,model_0002,t(2;10),chr2,0,131700000,67200000,67650000,3.457366034324396
T1,model_0002,t(2;10),chr2,0,131700000,67650000,68050000,3.061367223284394
T1,model_0002,t(2;10),chr2,0,131700000,68050000,68450000,2.998509717943232
T1,model_0002,t(2;10),chr2,0,131700000,68450000,68950000,3.378699794255181
T1,model_0002,t(2;10),chr2,0,131700000,68950000,69400000,3.4902923676104844
T1,model_0002,t(2;10),chr2,0,131700000,69400000,69850000,3.8736437050146986
T1,model_0002,t(2;10),chr2,0,131700000,69850000,70300000,3.9510439386698804
T1,model_0002,t(2;10),chr2,0,131700000,70300000,70650000,4.200543368791709
T1,model_0002,t(2;10),chr2,0,131700000,70650000,71000000,4.553195105922873
T1,model_0002,t(2;10),chr2,0,131700000,71000000,71550000,4.8528853002518
T1,model_0002,t(2;10),chr2,0,131700000,71550000,72150000,4.516926818302462
T1,model_0002,t(2;10),chr2,0,131700000,72150000,72900000,4.532430320721985
T1,model_0002,t(2;10),chr2,0,131700000,72900000,74600000,4.673071736352867
T1,model_0002,t(2;10),chr2,0,131700000,74600000,75050000,4.699606221259393
T1,model_0002,t(2;10),chr2,0,131700000,75050000,75700000,4.433158672414061
T1,model_0002,t(2;10),chr2,0,131700000,75700000,79900000,4.254911975552961
T1,model_0002,t(2;10),chr2,0,131700000,79900000,81200000,3.9517326400480335
T1,model_0002,t(2;10),chr2,0,131700000,81200000,81900000,3.746992723500941
T1,model_0002,t(2;10),chr2,0,131700000,81900000,82350000,3.6887268531025716
T1,model_0002,t(2;10),chr2,0,131700000,82350000,83200000,3.8780632293066084
T1,model_0002,t(2;10),chr2,0,131700000,83200000,83800000,4.071400584442656
T1,model_0002,t(2;10),chr2,0,131700000,83800000,84400000,4.182412340958266
T1,model_0002,t(2;10),chr2,0,131700000,84400000,84900000,4.243644483365683
T1,model_0002,t(2;10),chr2,0,131700000,84900000,85650000,3.845746672689713
T1,model_0002,t(2;10),chr2,0,131700000,85650000,86200000,3.8477281952991427
T1,model_0002,t(2;10),chr2,0,131700000,86200000,88700000,4.2140715343952095
T1,model_0002,t(2;10),chr2,0,131700000,88700000,96550000,4.501740929751511
T1,model_0002,t(2;10),chr2,0,131700000,96550000,97525000,4.7592702821020785
T1,model_0002,t(2;10),chr2,0,131700000,97525000,98600000,4.6711607725917546
T1,model_0002,t(2;10),chr2,0,131700000,98600000,99100000,4.687634921332932
T1,model_0002,t(2;10),chr2,0,131700000,99100000,99550000,4.668868806466937
T1,model_0002,t(2;10),chr2,0,131700000,99550000,100550000,4.572904663373161
T1,model_0002,t(2;10),chr2,0,131700000,100550000,101250000,4.513466618864041
T1,model_0002,t(2;10),chr2,0,131700000,101250000,101900000,4.46155737434811
T1,model_0002,t(2;10),chr2,0,131700000,101900000,102800000,4.799783447635946
T1,model_0002,t(2;10),chr2,0,131700000,102800000,103950000,5.107822062229654
T1,model_0002,t(2;10),chr2,0,131700000,103950000,104400000,5.451165571416814
T1,model_0002,t(2;10),chr2,0,131700000,104400000,105050000,5.8196536454070875
T1,model_0002,t(2;10),chr2,0,131700000,105050000,105550000,6.204025083556642
T1,model_0002,t(2;10),chr2,0,131700000,105550000,106100000,6.153830125767204
T1,model_0002,t(2;10),chr2,0,131700000,106100000,106600000,5.972531530615807
T1,model_0002,t(2;10),chr2,0,131700000,106600000,107500000,5.7166924847589975
T1,model_0002,t(2;10),chr2,0,131700000,107500000,107875000,5.939660784969121
T1,model_0002,t(2;10),chr2,0,131700000,107875000,108200000,6.081784167043418
T1,model_0002,t(2;10),chr2,0,131700000,108200000,108800000,5.788574112629119
T1,model_0002,t(2;10),chr2,0,131700000,108800000,109500000,5.793423788210215
T1,model_0002,t(2;10),chr2,0,131700000,109500000,111800000,5.672229588177827
T1,model_0002,t(2;10),chr2,0,131700000,111800000,112100000,5.40597482182446
T1,model_0002,t(2;10),chr2,0,131700000,112100000,112550000,5.059422264547603
T1,model_0002,t(2;10),chr2,0,131700000,112550000,113000000,5.099780651224129
T1,model_0002,t(2;10),chr2,0,131700000,113000000,113550000,5.462129086153127
T1,model_0002,t(2;10),chr2,0,131700000,113550000,114050000,5.673130981151414
T1,model_0002,t(2;10),chr2,0,131700000,114050000,114600000,5.965560943230737
T1,model_0002,t(2;10),chr2,0,131700000,114600000,115700000,5.8883487360209905
T1,model_0002,t(2;10),chr2,0,131700000,115700000,116250000,6.041043319775152
T1,model_0002,t(2;10),chr2,0,131700000,116250000,117800000,6.067872741475715
T1,model_0002,t(2;10),chr2,0,131700000,117800000,118850000,6.017441479559315
T1,model_0002,t(2;10),chr2,0,131700000,118850000,119650000,5.8975779500324546
T1,model_0002,t(2;10),chr2,0,131700000,119650000,120200000,6.222331736598106
T1,model_0002,t(2;10),chr2,0,131700000,120200000,120700000,6.1903275261591775
T1,model_0002,t(2;10),chr2,0,131700000,120700000,121050000,5.871832991283471
T1,model_0002,t(2;10),chr2,0,131700000,121050000,121800000,5.536634516809377
T1,model_0002,t(2;10),chr2,0,131700000,121800000,122500000,5.264052188502788
T1,model_0002,t(2;10),chr2,0,131700000,122500000,122950000,5.486443225466203
T1,model_0002,t(2;10),chr2,0,131700000,122950000,123400000,5.593757403086409
T1,model_0002,t(2;10),chr2,0,131700000,123400000,124000000,5.352077618535534
T1,model_0002,t(2;10),chr2,0,131700000,124000000,124800000,5.392504929004331
T1,model_0002,t(2;10),chr2,0,131700000,124800000,127050000,5.723869987725874
T1,model_0002,t(2;10),chr2,0,131700000,127050000,127700000,5.529910213880873
T1,model_0002,t(2;10),chr2,0,131700000,127700000,128150000,5.892018151167646
T1,model_0002,t(2;10),chr2,0,131700000,128150000,128750000,6.227441624056865
T1,model_0002,t(2;10),chr2,0,131700000,128750000,129300000,6.059040326794747
T1,model_0002,t(2;10),chr2,0,131700000,129300000,131150000,6.16993110739496
T1,model_0002,t(2;10),chr2,0,131700000,131150000,131850000,5.805056498745641
T1,model_0002,t(2;10),chr10,39800801,133797422,36850000,40150000,3.181521585352658
T1,model_0002,t(2;10),chr10,39800801,133797422,40150000,42850000,3.1880799185716784
T1,model_0002,t(2;10),chr10,39800801,133797422,42850000,43500000,3.346227878280258
T1,model_0002,t(2;10),chr10,39800801,133797422,43500000,44900000,3.732928892287931
T1,model_0002,t(2;10),chr10,39800801,133797422,44900000,45950000,4.090715686645675
T1,model_0002,t(2;10),chr10,39800801,133797422,45950000,48650000,4.409901454134888
T1,model_0002,t(2;10),chr10,39800801,133797422,48650000,49550000,4.594293343825686
T1,model_0002,t(2;10),chr10,39800801,133797422,49550000,50250000,4.855773291303456
T1,model_0002,t(2;10),chr10,39800801,133797422,50250000,50950000,5.104253764037305
T1,model_0002,t(2;10),chr10,39800801,133797422,50950000,51450000,4.987561545477008
T1,model_0002,t(2;10),chr10,39800801,133797422,51450000,52200000,4.598977408468539
T1,model_0002,t(2;10),chr10,39800801,133797422,52200000,52800000,4.400172067448954
T1,model_0002,t(2;10),chr10,39800801,133797422,52800000,54450000,4.1737267100294195
T1,model_0002,t(2;10),chr10,39800801,133797422,54450000,54950000,4.016778333351742
T1,model_0002,t(2;10),chr10,39800801,133797422,54950000,55750000,3.86055370455276
T1,model_0002,t(2;10),chr10,39800801,133797422,55750000,56850000,3.97771452608354
T1,model_0002,t(2;10),chr10,39800801,133797422,56850000,57300000,4.041450426354008
T1,model_0002,t(2;10),chr10,39800801,133797422,57300000,57550000,4.186495684252045
T1,model_0002,t(2;10),chr10,39800801,133797422,57550000,58150000,4.012087940995311
T1,model_0002,t(2;10),chr10,39800801,133797422,58150000,58800000,4.392980332118048
T1,model_0002,t(2;10),chr10,39800801,133797422,58800000,59200000,4.636149657435682
T1,model_0002,t(2;10),chr10,39800801,133797422,59200000,59650000,5.004317722932084
T1,model_0002,t(2;10),chr10,39800801,133797422,59650000,60050000,4.831292804088777
T1,model_0002,t(2;10),chr10,39800801,133797422,60050000,60800000,4.890591816166322
T1,model_0002,t(2;10),chr10,39800801,133797422,60800000,61300000,4.831939228119118
T1,model_0002,t(2;10),chr10,39800801,133797422,61300000,61750000,4.581718863903589
T1,model_0002,t(2;10),chr10,39800801,133797422,61750000,62450000,4.526483625884998
T1,model_0002,t(2;10),chr10,39800801,133797422,62450000,63150000,4.252589331383057
T1,model_0002,t(2;10),chr10,39800801,133797422,63150000,63850000,4.12918104938449
T1,model_0002,t(2;10),chr10,39800801,133797422,63850000,64700000,3.919142125834021
T1,model_0002,t(2;10),chr10,39800801,133797422,64700000,65350000,3.5339057835361145
T1,model_0002,t(2;10),chr10,39800801,133797422,65350000,66200000,3.6211663133090144
T1,model_0002,t(2;10),chr10,39800801,133797422,66200000,66950000,3.360600302648918
T1,model_0002,t(2;10),chr10,39800801,133797422,66950000,67800000,3.6410918112194044
T1,model_0002,t(2;10),chr10,39800801,133797422,67800000,68350000,3.3686482651712097
T1,model_0002,t(2;10),chr10,39800801,133797422,68350000,69000000,3.1449935289122615
T1,model_0002,t(2;10),chr10,39800801,133797422,69000000,70050000,3.4621406604174823
T1,model_0002,t(2;10),chr10,39800801,133797422,70050000,70450000,3.1906106918425508
T1,model_0002,t(2;10),chr10,39800801,133797422,70450000,70900000,2.7974458329940903
T1,model_0002,t(2;10),chr10,39800801,133797422,70900000,71300000,2.551652508819334
T1,model_0002,t(2;10),chr10,39800801,133797422,71300000,71800000,2.253664528314718
T1,model_0002,t(2;10),chr10,39800801,133797422,71800000,72350000,2.052630253512795
T1,model_0002,t(2;10),chr10,39800801,133797422,72350000,73200000,2.4254270954165986
T1,model_0002,t(2;10),chr10,39800801,133797422,73200000,73750000,2.6397341709583184
T1,model_0002,t(2;10),chr10,39800801,133797422,73750000,74250000,3.036282350533955
T1,model_0002,t(2;10),chr10,39800801,133797422,74250000,75300000,3.4148752693034043
T1,model_0002,t(2;10),chr10,39800801,133797422,75300000,76100000,3.3168177555435574
T1,model_0002,t(2;10),chr10,39800801,133797422,76100000,76550000,3.163694041648781
T1,model_0002,t(2;10),chr10,39800801,133797422,76550000,77150000,2.9875536552162543
T1,model_0002,t(2;10),chr10,39800801,133797422,77150000,78050000,3.063395706127597
T1,model_0002,t(2;10),chr10,39800801,133797422,78050000,78650000,2.8819020174884504
T1,model_0002,t(2;10),chr10,39800801,133797422,78650000,79350000,2.776083899355529
T1,model_0002,t(2;10),chr10,39800801,133797422,79350000,80300000,2.9340733458412385
T1,model_0002,t(2;10),chr10,39800801,133797422,80300000,80650000,3.1247748165813483
T1,model_0002,t(2;10),chr10,39800801,133797422,80650000,81050000,3.249252403061972
T1,model_0002,t(2;10),chr10,39800801,133797422,81050000,84100000,3.60524670295127
T1,model_0002,t(2;10),chr10,39800801,133797422,84100000,84750000,3.7229010496251442
T1,model_0002,t(2;10),chr10,39800801,133797422,84750000,85450000,3.3621693284260683
T1,model_0002,t(2;10),chr10,39800801,133797422,85450000,86400000,3.1386960178113776
T1,model_0002,t(2;10),chr10,39800801,133797422,86400000,87925000,2.943323452874488
T1,model_0002,t(2;10),chr10,39800801,133797422,87925000,88550000,2.715843065668744
T1,model_0002,t(2;10),chr10,39800801,133797422,88550000,88950000,2.5433197638566805
T1,model_0002,t(2;10),chr10,39800801,133797422,88950000,89250000,2.2788502827425936
T1,model_0002,t(2;10),chr10,39800801,133797422,89250000,89750000,2.204476054887646
T1,model_0002,t(2;10),chr10,39800801,133797422,89750000,90900000,2.268361634393643
T1,model_0002,t(2;10),chr10,39800801,133797422,90900000,91300000,2.437590819982839
T1,model_0002,t(2;10),chr10,39800801,133797422,91300000,92000000,2.4856854359787763
T1,model_0002,t(2;10),chr10,39800801,133797422,92000000,92500000,2.1694281591811237
T1,model_0002,t(2;10),chr10,39800801,133797422,92500000,93550000,2.4935027503717917
T1,model_0002,t(2;10),chr10,39800801,133797422,93550000,94600000,2.8191827176169335
T1,model_0002,t(2;10),chr10,39800801,133797422,94600000,95150000,2.6802823720666002
T1,model_0002,t(2;10),chr10,39800801,133797422,95150000,95650000,2.6885536848156857
T1,model_0002,t(2;10),chr10,39800801,133797422,95650000,95900000,2.379188875572934
T1,model_0002,t(2;10),chr10,39800801,133797422,95900000,96350000,2.2508281350127555
T1,model_0002,t(2;10),chr10,39800801,133797422,96350000,97250000,2.1356416893872905
T1,model_0002,t(2;10),chr10,39800801,133797422,97250000,97750000,2.30909930793329
T1,model_0002,t(2;10),chr10,39800801,133797422,97750000,98450000,2.0981640360622427
T1,model_0002,t(2;10),chr10,39800801,133797422,98450000,99350000,1.7400386989518366
T1,model_0002,t(2;10),chr10,39800801,133797422,99350000,99750000,1.6711155301983165
T1,model_0002,t(2;10),chr10,39800801,133797422,99750000,100250000,1.5414969285600282
T1,model_0002,t(2;10),chr10,39800801,133797422,100250000,101000000,1.8049872057818028
T1,model_0002,t(2;10),chr10,39800801,133797422,101000000,101600000,1.9116580134653818
T1,model_0002,t(2;10),chr10,39800801,133797422,101600000,102100000,2.288037054324971
T1,model_0002,t(2;10),chr10,39800801,133797422,102100000,102700000,2.6131817879213837
T1,model_0002,t(2;10),chr10,39800801,133797422,102700000,103500000,2.851005137931007
T1,model_0002,t(2;10),chr10,39800801,133797422,103500000,104250000,2.8658425877315734
T1,model_0002,t(2;10),chr10,39800801,133797422,104250000,104650000,3.1848601430500834
T1,model_0002,t(2;10),chr10,39800801,133797422,104650000,105050000,3.252974214949144
T1,model_0002,t(2;10),chr10,39800801,133797422,105050000,105800000,3.4538889201304666
T1,model_0002,t(2;10),chr10,39800801,133797422,105800000,106200000,3.4082208319004215
T1,model_0002,t(2;10),chr10,39800801,133797422,106200000,106700000,3.7643805972961872
T1,model_0002,t(2;10),chr10,39800801,133797422,106700000,107400000,4.121476779238238
T1,model_0002,t(2;10),chr10,39800801,133797422,107400000,107850000,4.41480743688782
T1,model_0002,t(2;10),chr10,39800801,133797422,107850000,108250000,4.159819554175397
T1,model_0002,t(2;10),chr10,39800801,133797422,108250000,108550000,4.0391298792809325
T1,model_0002,t(2;10),chr10,39800801,133797422,108550000,109850000,3.843018127995235
T1,model_0002,t(2;10),chr10,39800801,133797422,109850000,110300000,3.6287205557606663
T1,model_0002,t(2;10),chr10,39800801,133797422,110300000,110600000,3.4515670389259427
T1,model_0002,t(2;10),chr10,39800801,133797422,110600000,111100000,3.4234775895964327
T1,model_0002,t(2;10),chr10,39800801,133797422,111100000,111700000,3.8110028327593777
T1,model_0002,t(2;10),chr10,39800801,133797422,111700000,112100000,3.8582805933302726
T1,model_0002,t(2;10),chr10,39800801,133797422,112100000,112450000,3.9775549387040523
T1,model_0002,t(2;10),chr10,39800801,133797422,112450000,113200000,3.9047997766698614
T1,model_0002,t(2;10),chr10,39800801,133797422,113200000,113650000,3.511341504157777
T1,model_0002,t(2;10),chr10,39800801,133797422,113650000,114150000,3.2163047576210806
T1,model_0002,t(2;10),chr10,39800801,133797422,114150000,114850000,3.0396420731066347
T1,model_0002,t(2;10),chr10,39800801,133797422,114850000,115750000,2.8053687134530105
T1,model_0002,t(2;10),chr10,39800801,133797422,115750000,116550000,2.7122435611908084
T1,model_0002,t(2;10),chr10,39800801,133797422,116550000,117200000,2.433743374280863
T1,model_0002,t(2;10),chr10,39800801,133797422,117200000,118250000,2.73156466624973
T1,model_0002,t(2;10),chr10,39800801,133797422,118250000,119150000,2.786033030802758
T1,model_0002,t(2;10),chr10,39800801,133797422,119150000,119550000,2.499245245042791
T1,model_0002,t(2;10),chr10,39800801,133797422,119550000,119950000,2.5697355678740568
T1,model_0002,t(2;10),chr10,39800801,133797422,119950000,120350000,2.960751608365011
T1,model_0002,t(2;10),chr10,39800801,133797422,120350000,120900000,3.2899311001024016
T1,model_0002,t(2;10),chr10,39800801,133797422,120900000,121750000,3.1818335203935875
T1,model_0002,t(2;10),chr10,39800801,133797422,121750000,122250000,3.4362542988969835
T1,model_0002,t(2;10),chr10,39800801,133797422,122250000,123000000,3.4443363019495226
T1,model_0002,t(2;10),chr10,39800801,133797422,123000000,123550000,3.3707515636261656
T1,model_0002,t(2;10),chr10,39800801,133797422,123550000,123950000,3.2155129967221403
T1,model_0002,t(2;10),chr10,39800801,133797422,123950000,124400000,3.429222191380576
T1,model_0002,t(2;10),chr10,39800801,133797422,124400000,124950000,3.600450646074877
T1,model_0002,t(2;10),chr10,39800801,133797422,124950000,125800000,3.5989387013557206
T1,model_0002,t(2;10),chr10,39800801,133797422,125800000,126800000,3.543490371819289
T1,model_0002,t(2;10),chr10,39800801,133797422,126800000,127600000,3.724185143915512
T1,model_0002,t(2;10),chr10,39800801,133797422,127600000,128200000,3.8480071884819815
T1,model_0002,t(2;10),chr10,39800801,133797422,128200000,129000000,3.5972531017209506
T1,model_0002,t(2;10),chr10,39800801,133797422,129000000,129400000,3.9200320148692662
T1,model_0002,t(2;10),chr10,39800801,133797422,129400000,130200000,3.746170679307071
T1,model_0002,t(2;10),chr10,39800801,133797422,130200000,131850000,3.98452559752099
T1,model_0002,t(2;10),chr10,39800801,133797422,131850000,132650000,3.624247150729238
T1,model_0002,t(2;10),chr10,39800801,133797422,132650000,133797422,3.7611071438113806
T1,model_0002,chr3,chr3,0,300000000,0,1250000,4.746115313651892
T1,model_0002,chr3,chr3,0,300000000,1250000,3200000,4.6981660455228695
T1,model_0002,chr3,chr3,0,300000000,3200000,4250000,4.702050017272148
T1,model_0002,chr3,chr3,0,300000000,4250000,4650000,4.412744403335271
T1,model_0002,chr3,chr3,0,300000000,4650000,5250000,4.474503700763246
T1,model_0002,chr3,chr3,0,300000000,5250000,6800000,4.822351764494684
T1,model_0002,chr3,chr3,0,300000000,6800000,8300000,4.704948268128036
T1,model_0002,chr3,chr3,0,300000000,8300000,9350000,4.522459254443317
T1,model_0002,chr3,chr3,0,300000000,9350000,9700000,4.183337607481495
T1,model_0002,chr3,chr3,0,300000000,9700000,10350000,3.8188762629010387
T1,model_0002,chr3,chr3,0,300000000,10350000,10750000,3.4865767928904132
T1,model_0002,chr3,chr3,0,300000000,10750000,11350000,3.508555315930612
T1,model_0002,chr3,chr3,0,300000000,11350000,11900000,3.5191240881899137
T1,model_0002,chr3,chr3,0,300000000,11900000,12500000,3.42176859681145
T1,model_0002,chr3,chr3,0,300000000,12500000,13000000,3.2427895342491775
T1,model_0002,chr3,chr3,0,300000000,13000000,14200000,3.5803515147342724
T1,model_0002,chr3,chr3,0,300000000,14200000,14550000,3.7766394036306936
T1,model_0002,chr3,chr3,0,300000000,14550000,15050000,3.9743460395532058
T1,model_0002,chr3,chr3,0,300000000,15050000,15600000,4.038607987149038
T1,model_0002,chr3,chr3,0,300000000,15600000,16250000,4.347107307425939
T1,model_0002,chr3,chr3,0,300000000,16250000,17250000,4.593478031547446
T1,model_0002,chr3,chr3,0,300000000,17250000,17850000,4.89646908756463
T1,model_0002,chr3,chr3,0,300000000,17850000,18400000,4.76351693315248
T1,model_0002,chr3,chr3,0,300000000,18400000,19050000,5.098531571390826
T1,model_0002,chr3,chr3,0,300000000,19050000,19850000,5.238468844414368
T1,model_0002,chr3,chr3,0,300000000,19850000,20350000,5.4279403395509975
T1,model_0002,chr3,chr3,0,300000000,20350000,21500000,5.130627447303985
T1,model_0002,chr3,chr3,0,300000000,21500000,22100000,4.767557148176097
T1,model_0002,chr3,chr3,0,300000000,22100000,22950000,4.7682436421941565
T1,model_0002,chr3,chr3,0,300000000,22950000,23950000,4.914407027359863
T1,model_0002,chr3,chr3,0,300000000,23950000,24700000,5.116352641572413
T1,model_0002,chr3,chr3,0,300000000,24700000,25600000,5.477395152017152
T1,model_0002,chr3,chr3,0,300000000,25600000,25950000,5.602980074737014
T1,model_0002,chr3,chr3,0,300000000,25950000,27300000,5.273367909808684
T1,model_0002,chr3,chr3,0,300000000,27300000,27700000,5.000559054985752
T1,model_0002,chr3,chr3,0,300000000,27700000,28350000,4.782617078253287
T1,model_0002,chr3,chr3,0,300000000,28350000,28850000,4.521306495759826
T1,model_0002,chr3,chr3,0,300000000,28850000,30000000,4.762893852071448
T1,model_0002,chr3,chr3,0,300000000,30000000,30750000,4.832212213851954
T1,model_0002,chr3,chr3,0,300000000,30750000,31550000,4.964079074571637
T1,model_0002,chr3,chr3,0,300000000,31550000,32150000,5.205636889929992
T1,model_0002,chr3,chr3,0,300000000,32150000,32800000,5.521746503299477
T1,model_0002,chr3,chr3,0,300000000,32800000,33850000,5.293465506848987
T1,model_0002,chr3,chr3,0,300000000,33850000,35600000,4.9727022685256355
T1,model_0002,chr3,chr3,0,300000000,35600000,35950000,5.239614055880547
T1,model_0002,chr3,chr3,0,300000000,35950000,36700000,5.549294540341502
T1,model_0002,chr3,chr3,0,300000000,36700000,36950000,5.389697866374422
T1,model_0002,chr3,chr3,0,300000000,36950000,38500000,5.096209756692615
T1,model_0002,chr3,chr3,0,300000000,38500000,39050000,5.0586691154492405
T1,model_0002,chr3,chr3,0,300000000,39050000,39400000,4.690875538572304
T1,model_0002,chr3,chr3,0,300000000,39400000,40550000,4.860286354784047
T1,model_0002,chr3,chr3,0,300000000,40550000,41300000,4.526169978303952
T1,model_0002,chr3,chr3,0,300000000,41300000,41850000,4.187116480407489
T1,model_0002,chr3,chr3,0,300000000,41850000,42200000,4.332551575238314
T1,model_0002,chr3,chr3,0,300000000,42200000,42900000,4.526574426141693
T1,model_0002,chr3,chr3,0,300000000,42900000,43550000,4.836266897432358
T1,model_0002,chr3,chr3,0,300000000,43550000,44300000,5.160858681711795
T1,model_0002,chr3,chr3,0,300000000,44300000,45750000,5.336543751511835
T1,model_0002,chr3,chr3,0,300000000,45750000,46450000,5.503136563260992
T1,model_0002,chr3,chr3,0,300000000,46450000,46900000,5.54760242908592
T1,model_0002,chr3,chr3,0,300000000,46900000,47400000,5.610229006716214
T1,model_0002,chr3,chr3,0,300000000,47400000,48200000,5.405642822727007
T1,model_0002,chr3,chr3,0,300000000,48200000,48700000,5.2130843001624285
T1,model_0002,chr3,chr3,0,300000000,48700000,49000000,5.197110368271969
T1,model_0002,chr3,chr3,0,300000000,49000000,49500000,4.915080764117717
T1,model_0002,chr3,chr3,0,300000000,49500000,50350000,5.128814121003022
T1,model_0002,chr3,chr3,0,300000000,50350000,50600000,4.872389154870534
T1,model_0002,chr3,chr3,0,300000000,50600000,51400000,4.84522393189417
T1,model_0002,chr3,chr3,0,300000000,51400000,51900000,5.23326563715239
T1,model_0002,chr3,chr3,0,300000000,51900000,52450000,5.2977166407425
T1,model_0002,chr3,chr3,0,300000000,52450000,53300000,5.066504851078305
T1,model_0002,chr3,chr3,0,300000000,53300000,53950000,5.020682548598347
T1,model_0002,chr3,chr3,0,300000000,53950000,54800000,5.024996352605641
T1,model_0002,chr3,chr3,0,300000000,54800000,55450000,5.251991424374187
T1,model_0002,chr3,chr3,0,300000000,55450000,55900000,5.394747916529558
T1,model_0002,chr3,chr3,0,300000000,55900000,56550000,5.6009016591081116
T1,model_0002,chr3,chr3,0,300000000,56550000,57100000,5.68652441961696
T1,model_0002,chr3,chr3,0,300000000,57100000,57550000,5.9580955332220045
T1,model_0002,chr3,chr3,0,300000000,57550000,57950000,5.865214285769959
T1,model_0002,chr3,chr3,0,300000000,57950000,58200000,5.585437602408606
T1,model_0002,chr3,chr3,0,300000000,58200000,58650000,5.240169497277736
T1,model_0002,chr3,chr3,0,300000000,58650000,59200000,5.387400897622155
T1,model_0002,chr3,chr3,0,300000000,59200000,59900000,5.700221537738687
T1,model_0002,chr3,chr3,0,300000000,59900000,60700000,5.866491528281618
T1,model_0002,chr3,chr3,0,300000000,60700000,61400000,6.1066967095067035
T1,model_0002,chr3,chr3,0,300000000,61400000,62200000,6.197334902577074
T1,model_0002,chr3,chr3,0,300000000,62200000,62600000,6.595786560267093
T1,model_0002,chr3,chr3,0,300000000,62600000,63300000,6.8855132271385555
T1,model_0002,chr3,chr3,0,300000000,63300000,63850000,6.95523595161947
T1,model_0002,chr3,chr3,0,300000000,63850000,64500000,6.7545866671025845
T1,model_0002,chr3,chr3,0,300000000,64500000,65300000,6.977396263514063
T1,model_0002,chr3,chr3,0,300000000,65300000,65750000,7.222240327640724
T1,model_0002,chr3,chr3,0,300000000,65750000,66900000,7.60237957942117
T1,model_0002,chr3,chr3,0,300000000,66900000,67350000,7.874269487920769
T1,model_0002,chr3,chr3,0,300000000,67350000,67800000,7.833381387280974
T1,model_0002,chr3,chr3,0,300000000,67800000,68450000,7.789501404512358
T1,model_0002,chr3,chr3,0,300000000,68450000,69000000,8.18106604848048
T1,model_0002,chr3,chr3,0,300000000,69000000,70000000,8.45951561457865
T1,model_0002,chr3,chr3,0,300000000,70000000,70500000,8.301633092097001
T1,model_0002,chr3,chr3,0,300000000,70500000,71000000,7.907939649048923
T1,model_0002,chr3,chr3,0,300000000,71000000,71700000,7.509592754271033
T1,model_0002,chr3,chr3,0,300000000,71700000,73100000,7.730919305321975
T1,model_0002,chr3,chr3,0,300000000,73100000,73550000,7.633637450770111
T1,model_0002,chr3,chr3,0,300000000,73550000,74250000,7.998730909169279
T1,model_0002,chr3,chr3,0,300000000,74250000,75000000,7.851620164329143
T1,model_0002,chr3,chr3,0,300000000,75000000,75700000,7.743736820508558
T1,model_0002,chr3,chr3,0,300000000,75700000,77300000,7.449018932322565
T1,model_0002,chr3,chr3,0,300000000,77300000,78200000,7.458491713134768
T1,model_0002,chr3,chr3,0,300000000,78200000,78650000,7.172060567960926
T1,model_0002,chr3,chr3,0,300000000,78650000,79050000,7.2053229815255335
T1,model_0002,chr3,chr3,0,300000000,79050000,79500000,7.274433163085629
T1,model_0002,chr3,chr3,0,300000000,79500000,80700000,6.981534674045528
T1,model_0002,chr3,chr3,0,300000000,80700000,81400000,6.769723688090969
T1,model_0002,chr3,chr3,0,300000000,81400000,82400000,6.692789752517257
T1,model_0002,chr3,chr3,0,300000000,82400000,82800000,6.681354835248611
T1,model_0002,chr3,chr3,0,300000000,82800000,83550000,6.986901800333249
